"","X.1","X","business_id","name","open_2019","neighborhood","august_2017_median","stars","review_count","categories","age","american"
"1131",1131,1248,"l7BLw7-bKVD7fImtls4Lfw","""Los Antojos""",1,"Downtown",1375,4,71,"Mexican;Restaurants",4253,"0"
"1132",1132,1249,"L8zDhwZA9Km6NIh4kuQPCQ","""Freshens Smoothies""",1,"Southeast",855,2,9,"Food;Juice Bars & Smoothies",2889,"0"
"1133",1133,1250,"LA9j7bDQLkDmLspdHwL3Bg","""Roberto's Taco Shop""",1,"Sunrise",1000,4.5,14,"Mexican;Restaurants",2230,"0"
"1134",1134,1251,"lAADTWyB91S2Ch0iWqbh1w","""Long John Silver's""",1,"Spring Valley",1300,2,21,"Fast Food;Restaurants;Seafood",2890,"0"
"1135",1135,1252,"lAqzgJwOQmthdZWpiIcmuQ","""Subway""",1,"Southeast",1395,3.5,20,"Fast Food;Sandwiches;Restaurants",3545,"0"
"1136",1136,1253,"lAR6Lj6-zBxQNqflZt0zTQ","""Buca di Beppo""",1,"Eastside",1375,3,339,"Event Planning & Services;Italian;Pizza;Food;Restaurants;Caterers",4414,"0"
"1137",1137,1254,"LbF_zey7TEP1wKLtyhv3iA","""Starbucks""",1,"Centennial",1450,3,8,"Food;Coffee & Tea",2084,"0"
"1138",1138,1255,"LbisR-H0KfrbI74I00ZG2Q","""Cinnabon""",1,"Southeast",1395,3,8,"Food;Bakeries;Desserts;Coffee & Tea",1153,"0"
"1139",1139,1256,"LCf4MZQcwgtniQUJ-MQBZA","""Blue Ox East Restaurant & Lounge""",1,"Eastside",1100,4,44,"Nightlife;Bars;American (Traditional);Restaurants",2958,"1"
"1140",1140,1257,"LcTlT1Uf6XckMjWwRr49sQ","""Einstein Bros""",1,"Northwest",1300,2.5,57,"Restaurants;Delis",3107,"0"
"1141",1141,1258,"lCwqJWMxvIUQt1Re_tDn4w","""Denny's""",1,"Sunrise",1000,2.5,44,"Restaurants;Diners;American (Traditional);Breakfast & Brunch",2718,"1"
"1142",1142,1259,"LEzaRCdhDfO2eM75HZNnUQ","""Blue Sea Sushi and Izakaya""",1,"Southeast",1395,4,328,"Restaurants;Japanese;Sushi Bars",3755,"0"
"1143",1143,1260,"lF4pEu4_55SSFEo6Q58ftQ","""German Bread Bakery""",1,"Summerlin",1550,4.5,161,"Bakeries;Restaurants;German;Pretzels;Food;Desserts",2998,"0"
"1144",1144,1261,"lG759ODx7tj6wbS7rYip1g","""Galanga Thai Eatery""",1,"Southeast",1395,4,199,"Restaurants;Thai;Vegetarian",3691,"0"
"1145",1145,1262,"LgbPSXm9h31Da-qJOF12ZQ","""Kung Fu Tea""",1,"Southeast",1300,4,46,"Juice Bars & Smoothies;Bubble Tea;Food;Shaved Ice;Coffee & Tea",667,"0"
"1146",1146,1263,"LgTBbuKTSm4qKHEmFAEJmA","""Vegas Best Pizza""",1,"Eastside",1375,3,63,"Restaurants;Pizza",2705,"0"
"1147",1147,1264,"lHCwqXdDSmlmqe88WpjeEg","""PT's""",1,"Southeast",855,3,59,"Pubs;Nightlife;Restaurants;Bars;American (New);Sports Bars",3038,"1"
"1148",1148,1265,"lhsETIUHGR1aOx8b0M0hPQ","""Pizza Hut""",1,"Sunrise",1025,2,22,"Restaurants;Chicken Wings;Pizza",2327,"0"
"1149",1149,1266,"li5_YJhPbd4NKym2ThmY7Q","""Granny's Kitchen""",0,"Eastside",1375,4,37,"Soul Food;Chicken Wings;Restaurants",1160,"0"
"1150",1150,1267,"LIU7IcJtD9VieoIo__wd9Q","""Thai Pan Cuisine""",1,"Westside",1100,4.5,177,"Thai;Restaurants",1437,"0"
"1151",1151,1268,"LJt-NO2FhvQxTmBoaaLhTg","""Three Angry Wives""",1,"Westside",1400,3,205,"Sandwiches;Bars;Irish;Pubs;Restaurants;Nightlife",4339,"0"
"1152",1152,1269,"lKH_cqeaeVpHdsO2dK58OA","""Smashburger""",1,"Northwest",1350,3.5,266,"Burgers;Restaurants",3177,"1"
"1153",1153,1270,"lKJmgNlV55l6zsdGMyAkhA","""The Coffee Bean & Tea Leaf""",1,"Southeast",855,3,29,"Desserts;Food;Bagels;Coffee & Tea",2287,"0"
"1154",1154,1271,"Lknr71asiqMW2mebCk7PlQ","""Starbucks""",1,"South Summerlin",1872.5,3.5,15,"Coffee & Tea;Food",1614,"0"
"1155",1155,1273,"LlCbRAZfVkyqL21yKSyd4w","""Village Pub & Poker""",1,"Eastside",1100,3.5,25,"Pubs;Restaurants;Food;Casinos;Nightlife;Bars;Breweries;Arts & Entertainment",4039,"0"
"1156",1156,1274,"lLMJsTchKYF1O0fpNWpCRA","""Home Plate Grill & Bar""",1,"Southeast",855,4,79,"Burgers;American (Traditional);Pizza;Restaurants",1134,"1"
"1157",1157,1275,"lLXfH0cizwDN3kNVnoTOEg","""Little Pampanga Filipino Cuisine""",1,"Southeast",1195,4,15,"Filipino;Restaurants",1192,"0"
"1158",1158,1276,"lokPfoken16iTeAJ2PAwmQ","""Feast Buffet""",1,"Northwest",1330,2.5,140,"Restaurants;Food;Buffets",3961,"0"
"1159",1159,1277,"lOQPeguczAueJnLmDUTfGg","""Bonito Michoacan""",1,"Chinatown",1225,4,610,"Mexican;Restaurants",4409,"0"
"1160",1160,1278,"LOWn1xi9PfG2kxrUuC21nA","""Great Harvest Bread""",1,"Centennial",1450,4.5,98,"Sandwiches;Restaurants;American (New);Bakeries;Food;Breakfast & Brunch",3035,"1"
"1161",1161,1279,"LOyGm5Q6zdTHdntLBUyBrg","""Wendy's""",1,"Spring Valley",1300,2.5,29,"Restaurants;Burgers;Fast Food",2900,"1"
"1162",1162,1280,"LpGCzgAKNSpzDNEUMVVtZA","""Grimaldi's Pizzeria""",1,"Spring Valley",1100,4,459,"Pizza;Restaurants",2976,"0"
"1163",1163,1281,"lPK3iqwVwFPOMswRrejwZQ","""PT's""",0,"Eastside",1100,2.5,28,"Bars;American (New);Sports Bars;Pubs;Restaurants;Nightlife",4125,"1"
"1164",1164,1282,"LPMZ9N1sAjs2nDx7DmiZ2w","""Palermo's Pizza""",1,"Eastside",855,3,126,"Food Delivery Services;Food;Pizza;Restaurants",2046,"0"
"1165",1165,1283,"LQNrsH1ctqV256-v5v4jdQ","""Sunnys Chicken & Fish""",1,"Sunrise",1000,4,110,"Waffles;Southern;Comfort Food;Chicken Wings;Restaurants",1895,"0"
"1166",1166,1284,"lsGIcUOadXjaRtKFNtrq8Q","""El Pollo Loco""",1,"Sunrise",1100,2,20,"Fast Food;Mexican;Restaurants",1094,"0"
"1167",1167,1285,"lsMvf-DxBO3As2KgLHtbFw","""Applebee's Neighborhood Grill & Bar""",1,"Sunrise",1000,3,78,"Nightlife;Steakhouses;Sports Bars;Bars;Burgers;Restaurants;American (Traditional)",2814,"1"
"1168",1168,1286,"lsXRQ6DxyrbMFhl8croN8Q","""Yuki Shaved Snow""",1,"Centennial",1450,4,103,"Desserts;Shaved Snow;Ice Cream & Frozen Yogurt;Food;Shaved Ice",1792,"0"
"1169",1169,1288,"Lu4bAUg2uv4TWcl6cHLcPQ","""Mrs Fields Cookies""",1,"Westside",1100,2.5,9,"Farmers Market;Food;Desserts",2631,"0"
"1170",1170,1289,"LUdKbgaPZ7F48u9zn7ozFg","""Jack In the Box""",1,"Northwest",1300,3,22,"Burgers;Fast Food;Restaurants",3065,"1"
"1171",1171,1290,"luZoeAWYeroo2hl7vn-CrQ","""Carl's Jr.""",1,"Northwest",1095,2.5,17,"Restaurants;Fast Food",2977,"0"
"1172",1172,1291,"lv5Bnqlt93NnvNJ2oNcQ8Q","""Los Cucos Mexican Cafe""",1,"Spring Valley",1250,4,214,"Tex-Mex;Nightlife;Mexican;Caterers;Event Planning & Services;Bars;Restaurants",846,"0"
"1173",1173,1292,"lVfZ2AaYRYHCFenUMQna8g","""Super B Burrito""",0,"Southeast",1395,3.5,142,"Mexican;Restaurants",3044,"0"
"1174",1174,1293,"LvNQkpggm72kJUTzO0juWQ","""The Protein Source""",1,"Spring Valley",1250,4,113,"Vegan;American (New);Breakfast & Brunch;Restaurants",1069,"1"
"1175",1175,1294,"lvuuyYZ-CzFrg1BLdV2OPw","""Libre Mexican Cantina""",0,"South Summerlin",1872.5,4,333,"Nightlife;Fast Food;Restaurants;Cocktail Bars;Bars;Mexican",1165,"0"
"1176",1176,1295,"lXCmTGagqHuPgaeN2g2P1Q","""Marcos Pizza""",1,"Sunrise",1095,3.5,30,"Pizza;Restaurants",2480,"0"
"1177",1177,1296,"lXpa2Td7cWTku0KeeKKwrA","""Jamba Juice""",1,"The Lakes",1400,3.5,42,"Food;Juice Bars & Smoothies",2505,"0"
"1178",1178,1297,"LXt2Aycp2ILMWQmKsjl4Wg","""Firehouse Subs""",1,"South Summerlin",1400,4,87,"Sandwiches;Restaurants;Fast Food;Delis",2662,"0"
"1179",1179,1298,"LxvB74hwdqJ2jXKUIkve-g","""BF Bakery & Cafe""",1,"Eastside",855,3.5,10,"Coffee & Tea;Food;Bakeries",1270,"0"
"1180",1180,1299,"lYCeqldIiOggsbByH3RRhw","""Metro Pizza""",1,"Southeast",855,2.5,15,"Restaurants;Pizza",1553,"0"
"1181",1181,1300,"LyVLSt5aLx-4Ll2XB-U-5Q","""Red Lantern Pho Vietnamese Grill""",1,"Spring Valley",1475,4.5,98,"Chicken Wings;Vietnamese;Restaurants;Soup",688,"0"
"1182",1182,1301,"LYWbyu1EQM2o5hwHG5_Ldg","""RM Seafood""",0,"The Strip",855,3.5,866,"Sushi Bars;Seafood;Restaurants",4736,"0"
"1183",1183,1302,"Lzg7YuoP1SDyg2S5lvBvhg","""Good Fella Korean Bistro""",1,"Spring Valley",1475,4.5,130,"Restaurants;Asian Fusion;Nightlife;Bars;Korean",1500,"0"
"1184",1184,1303,"lZvr_VDNWjCN_PT67StkKQ","""The Salon at Lakeside""",1,"Summerlin",1100,3.5,76,"Pizza;Eyebrow Services;Hair Salons;Makeup Artists;Nail Salons;Restaurants;Beauty & Spas",3730,"0"
"1185",1185,1304,"M-bM5y8qdE-Z3mfZept1EA","""Ohana Hawaiian Bbq""",1,"Southeast",1395,4,117,"Barbeque;Hawaiian;Restaurants",3707,"0"
"1186",1186,1305,"M-SS_Kr0zlC7v8kBSRa74g","""Hokaido Sushi""",1,"Spring Valley",1475,4,293,"Restaurants;Sushi Bars",3617,"0"
"1187",1187,1306,"m-xsH8VkcYtTTvp2Fa6Ajw","""Pancho's""",1,"South Summerlin",1872.5,3.5,531,"Mexican;Restaurants;Breakfast & Brunch",1284,"0"
"1188",1188,1307,"m01nlmGzbS0TBB8NZxp3Yg","""Magoo's""",1,"Northwest",1330,3.5,7,"Bars;Nightlife;Restaurants;American (Traditional)",2253,"1"
"1189",1189,1308,"M2Qdv-0LXV8RUmCH-Qo6xQ","""Hot Dog On A Stick""",1,"Eastside",1375,3.5,6,"Restaurants;Food;Hot Dogs",2002,"0"
"1190",1190,1309,"M51gw2cz_vXarNBLbKkOxQ","""The Cracked Egg""",1,"Spring Valley",1100,4,490,"Restaurants;Breakfast & Brunch",4250,"0"
"1191",1191,1310,"m51uL1LZhKYf2y_yG4NEng","""Pho 87""",1,"Chinatown",1225,3.5,292,"Restaurants;Vietnamese",3567,"0"
"1192",1192,1311,"m5niZy68d2gTtVWz89elfA","""Slidin Thru""",1,"Southeast",855,4,364,"Restaurants;Food Trucks;Food Stands;Food;Burgers",3313,"1"
"1193",1193,1313,"m6TRzUX-QizEkvNRpub3lA","""Wendy's""",1,"Southeast",855,3,31,"Restaurants;Fast Food;Burgers",3009,"1"
"1194",1194,1314,"M9zu5KTyVwVC-45Mn8Wp0g","""Taste""",1,"Southwest",1450,4,74,"Chinese;Restaurants;Seafood;Szechuan;Cantonese",603,"0"
"1195",1195,1316,"maI7TBB32kGuRkfxxA8s6A","""Seattle's Best Coffee""",1,"Southeast",1395,3,33,"Coffee & Tea;Food",3445,"0"
"1196",1196,1317,"maIam6HyU4FB_sBIk9ippA","""The Lodge at Shelbourne""",1,"Southwest",1450,3,81,"American (Traditional);Bars;Nightlife;Restaurants;Pubs",4087,"1"
"1197",1197,1318,"mAIPUQPJiWXudRbOaBX33g","""Popeyes Louisiana Kitchen""",1,"Spring Valley",1250,2,86,"Chicken Wings;Fast Food;Restaurants",3651,"0"
"1198",1198,1319,"MAuSh7NKoT__CQ4BumoayA","""T&T - Tacos & Tequila""",1,"The Strip",855,3.5,727,"Mexican;Restaurants",3813,"0"
"1199",1199,1320,"Mb5w1N3tvsAFDrDcHQyrsw","""Charleys Philly Steaks""",1,"Westside",1100,3,29,"Barbeque;Restaurants;Fast Food",2024,"0"
"1200",1200,1321,"mBPoC45aHpiqx6wp-FpE2g","""Bomas Bar & Grill""",1,"Southwest",1250,3.5,56,"Breakfast & Brunch;Bars;Nightlife;Restaurants;American (Traditional)",3861,"1"
"1201",1201,1322,"mbZe40oM-Ha-Q_qWh49-Mg","""Little Caesars Pizza""",1,"Spring Valley",1225,2,58,"Pizza;Restaurants",2805,"0"
"1202",1202,1323,"McQsl_USMy6kfUz9J02Tdg","""Lotus Garden Cuisine""",1,"Spring Valley",1100,3.5,56,"Chinese;Restaurants",4103,"0"
"1203",1203,1324,"MD2lokfrZ-2NlDMkKbgEPA","""Villa Fresh Italian Kitchen""",1,"South Summerlin",1872.5,2,23,"Restaurants;Pizza",3370,"0"
"1204",1204,1325,"MD4Pa7A3EyQDwscwCQqnmQ","""Rubio's""",1,"Southeast",1395,3,13,"Caterers;Restaurants;Event Planning & Services;Salad;Mexican;Seafood",1569,"0"
"1205",1205,1326,"MD5aTUMKi-Qk0-jr3xRgng","""Villa Italian Kitchen""",1,"Northwest",1330,2.5,6,"Pizza;Restaurants",2670,"0"
"1206",1206,1327,"mDoLWEOFmxcQ5TAPqxoJLg","""Sagos Baja Tavern & Lounge""",1,"Spring Valley",1300,4,123,"Gastropubs;Nightlife;American (New);Restaurants;Bars",3077,"1"
"1207",1207,1328,"mDR12Hafvr84ctpsV6YLag","""Mr Mamas""",1,"Spring Valley",1100,4.5,1608,"Breakfast & Brunch;Restaurants;Sandwiches;Burgers;American (Traditional)",1505,"1"
"1208",1208,1329,"MDVbJicJvqaO4WGx0vEabQ","""Chili's""",1,"Southeast",1395,3,203,"Bars;American (Traditional);Tex-Mex;Nightlife;Restaurants",4175,"1"
"1209",1209,1330,"me17NOULVwu40AdKGYHIaQ","""Rocco's Ny Pizza & Pasta""",1,"Southeast",1395,4,126,"Pizza;Restaurants;Italian;Sandwiches",1304,"0"
"1210",1210,1331,"meIoY_9NhN8ttxL7ZcpEYQ","""Burger King""",1,"Summerlin",1872.5,2.5,20,"Restaurants;American (Traditional);Fast Food;Burgers",3368,"1"
"1211",1211,1332,"mfQfNIb3TYeBSxsN1WD8eA","""McDonald's""",1,"Spring Valley",1100,3,63,"Fast Food;Restaurants;Burgers",3061,"1"
"1212",1212,1333,"MgSd4P3ATkiywbbraFygHg","""Plantone's Italian Market""",1,"Spring Valley",1475,4,197,"Delis;Pizza;Italian;Restaurants;Sandwiches",850,"0"
"1213",1213,1334,"MGwWap1dAOOyVo3xtpC2zQ","""Starbucks""",1,"Southeast",1395,3.5,9,"Food;Coffee & Tea",2599,"0"
"1214",1214,1335,"Mh84_j7YmRrAcm0DWV4bUw","""Cugino's Italian Deli & Pizza""",1,"University",855,4.5,580,"Restaurants;Italian;Delis;Pizza",4076,"0"
"1215",1215,1336,"mhPoLbP2t-kczuXvNMt3Tg","""Subway""",1,"Southwest",1450,3,21,"Restaurants;Fast Food;Sandwiches",3093,"0"
"1216",1216,1337,"mibbKeg4gbD9O58TCjDWgQ","""Roberto's Taco Shop""",1,"Westside",1300,2.5,56,"Fast Food;Restaurants;Mexican",3804,"0"
"1217",1217,1338,"MIeVxFe29Jl33reMYewacw","""Burger King""",1,"Eastside",1100,2,12,"Restaurants;Burgers;Fast Food",1472,"1"
"1218",1218,1339,"miUYb0E10sNtXe-qXiYjbw","""Raising Cane's""",1,"Centennial",1330,4,34,"American (Traditional);Chicken Wings;Chicken Shop;Fast Food;Restaurants",925,"1"
"1219",1219,1340,"mjhwLcuoenVW8oFhcNmlHA","""Claim Jumper""",1,"Westside",1400,3,306,"American (New);Restaurants",4165,"1"
"1220",1220,1341,"MJXL27XNMm15NQ-MGP8jhw","""Dairy Queen""",1,"Westside",1400,2.5,16,"Restaurants;Food;Burgers;Ice Cream & Frozen Yogurt;Fast Food",1079,"1"
"1221",1221,1342,"mKNzA_CjO3NXcCn9RphHiw","""Del Taco""",1,"Southeast",855,4,8,"Restaurants;Mexican",2964,"0"
"1222",1222,1343,"mkZFZkuue9am7PRp9dt1jA","""La Original Michoacana""",1,"Sunrise",1095,3,6,"Restaurants;Food;Burgers;Desserts;Mexican",1396,"1"
"1223",1223,1344,"mL9sLXHeA0q7aj8-BXXq4g","""McDonald's""",1,"Sunrise",1100,2.5,7,"Restaurants;Fast Food;Burgers",1847,"1"
"1224",1224,1345,"mlOFd0pHDcav5hcnbKJiXQ","""Kuben""",1,"Spring Valley",1475,4.5,62,"Restaurants;Breakfast & Brunch;Japanese;Asian Fusion",685,"0"
"1225",1225,1346,"mmbXj7CmjGbH-wR3j6cD0w","""Sweet Tomatoes""",1,"Spring Valley",1300,3.5,288,"Buffets;Salad;Soup;Vegetarian;Restaurants",3255,"0"
"1226",1226,1347,"MMfVS56z0AZXbO3C9vHbVg","""Pizza Hut""",1,"Summerlin",1872.5,2,35,"Restaurants;Pizza",4061,"0"
"1227",1227,1348,"MmR06_kNAbmOPK-0pKvGtA","""Cinnabon""",1,"Westside",1100,4,3,"Food;Coffee & Tea;Desserts",1047,"0"
"1228",1228,1350,"mNb_kxgc922N4f64tqxxbg","""Gridiron Grill""",1,"South Summerlin",1872.5,3.5,3,"Burgers;Sandwiches;Restaurants",611,"1"
"1229",1229,1351,"mnU3iGsL55MCWXiWV3AcAQ","""In-N-Out Burger""",1,"Centennial",1350,4,172,"Restaurants;Burgers;Fast Food",4447,"1"
"1230",1230,1352,"MOATc61QdKLNygLOfV-HSQ","""U-Swirl Frozen Yogurt""",1,"Westside",1400,3,73,"Food;Ice Cream & Frozen Yogurt",3355,"0"
"1231",1231,1353,"MOd-00nJo6xwg-cZT-RBTQ","""Forte Family Practice""",1,"Northwest",1300,2,26,"Family Practice;Health & Medical;Restaurants;Doctors;Tapas/Small Plates",793,"0"
"1232",1232,1354,"MpovsyjkSkchD7ssAdEVKQ","""Charlie Palmer Steak""",1,"The Strip",855,4,419,"American (New);Restaurants;Steakhouses",4325,"1"
"1233",1233,1355,"MpT8KheTjs7TSDWIoMUFxg","""China AAA""",1,"Southeast",1300,4,110,"Restaurants;Chinese;Asian Fusion",1660,"0"
"1234",1234,1356,"mPULKHFz89tFM7Yba55MKQ","""Juice Bar""",1,"Eastside",1375,4.5,7,"Food;Juice Bars & Smoothies",1179,"0"
"1235",1235,1359,"MQD3EvzB7C8zol6kBxBrSg","""Fist of Fusion Island Grill""",1,"Southwest",1250,4.5,41,"Asian Fusion;Hawaiian;Barbeque;Restaurants",525,"0"
"1236",1236,1360,"mQeWho9G2R9NpYfAVfR81g","""Rat Pack Bar And Grill""",1,"Eastside",1375,4,4,"Restaurants;American (Traditional)",2564,"1"
"1237",1237,1361,"MqIgMLUdD53r_dmx1goYJg","""Shucks Tavern & Oyster Bar""",1,"Centennial",1350,3.5,289,"Seafood;Breakfast & Brunch;Restaurants;Nightlife;Bars;Sports Bars",4246,"0"
"1238",1238,1362,"MqYYYNA-ZYvV-1w5qcmMoA","""Aureole""",1,"The Strip",855,3.5,650,"American (Traditional);Seafood;American (New);Restaurants",5150,"1"
"1239",1239,1363,"MR-oGBw4MLDoqAwS6TaYZw","""Wendy's""",1,"Northwest",1330,2.5,22,"Hot Dogs;Burgers;Fast Food;Restaurants",3183,"1"
"1240",1240,1364,"mrnUt3IdLRf4j8WeeGGbpw","""Starbucks""",1,"University",855,2.5,68,"Coffee & Tea;Food",3177,"0"
"1241",1241,1365,"MshSy-b-4qY5zdFioUWuzg","""Jack in the Box""",1,"Spring Valley",1300,2.5,12,"Fast Food;Restaurants",2255,"0"
"1242",1242,1366,"MsQTe82TCbZXDPG4LOgVoA","""Port of Subs""",1,"Summerlin",1100,3,12,"Restaurants;Delis;Sandwiches",2458,"0"
"1243",1243,1367,"mswelTP1cQiuAps2fSGuBw","""Farmer Boys""",1,"Southeast",855,3.5,152,"Mexican;Salad;Restaurants;Breakfast & Brunch;Burgers;Sandwiches;American (Traditional)",2282,"1"
"1244",1244,1368,"MTkDsAaz-bQKrEB_czblUA","""Pizza Hut""",1,"Sunrise",995,2,12,"Chicken Wings;Restaurants;Pizza",1526,"0"
"1245",1245,1369,"MTx-Zdl_KcU_z9G832XAjg","""Taco Bell""",1,"Centennial",1450,2.5,23,"Restaurants;Fast Food",3124,"0"
"1246",1246,1370,"MU1PQ5CWuV0OKKOeI7jx6Q","""Popeyes Louisiana Kitchen""",1,"Southeast",1395,2.5,76,"Chicken Wings;Restaurants;Fast Food;Southern",3686,"0"
"1247",1247,1371,"Mv2SeBkY0DASmwO1-mM-iQ","""Las Mkt""",1,"Southeast",855,2.5,34,"American (Traditional);Restaurants;Sandwiches",1526,"1"
"1248",1248,1372,"MVjkFLHNJmbQ-ZTd3QY3nQ","""Rika Arepa Express""",1,"Eastside",1100,4.5,49,"Food;Street Vendors;Latin American;Gluten-Free;Vegan;Food Trucks;Restaurants;Venezuelan",2201,"1"
"1249",1249,1373,"mvLdgkwBzqllHWHwS-ZZgQ","""Elia""",1,"Spring Valley",1300,4.5,63,"Mediterranean;Restaurants;Greek",654,"0"
"1250",1250,1374,"mvMih24zuSw_dZyU_LEY7g","""Pizza Hut""",1,"Sunrise",1095,2.5,20,"Pizza;Restaurants;Chicken Wings",2822,"0"
"1251",1251,1375,"MvTGsmfJBwGDfwRE7si4Dg","""Dairy Queen""",1,"Northwest",1330,2,15,"Desserts;Ice Cream & Frozen Yogurt;Food",1689,"0"
"1252",1252,1376,"MwCai0x6GILtK4KkwufZig","""The Martini""",1,"Westside",1400,4,213,"Lounges;Nightlife;American (New);Restaurants;Bars",2886,"1"
"1253",1253,1378,"MWyv0delstZwPcBkGzmwbA","""Legends Sports Bar & Grill""",1,"Southeast",1195,4,26,"Bars;Sports Bars;American (Traditional);Nightlife;Restaurants",2747,"1"
"1254",1254,1379,"mXA3MeNsPYkmZBaOyh3qfg","""Starbucks""",1,"Northwest",1300,4,10,"Coffee & Tea;Food",1043,"0"
"1255",1255,1380,"MXC9pwIxovWUc9yu1F8OxA","""Sushi Twister""",1,"Eastside",1195,4,457,"Sushi Bars;Japanese;Restaurants",4267,"0"
"1256",1256,1381,"MXpCVzm1V5OH05KO6n7ntA","""The Corndog Company LV""",1,"Centennial",1350,5,7,"Food Trucks;Restaurants;Hot Dogs;Food;Street Vendors",571,"0"
"1257",1257,1382,"MYB1ZMspBk1Xc_awp_PtSw","""Naked City Pizza Express""",1,"Southwest",1450,3,46,"Sandwiches;Chicken Wings;Restaurants;Pizza",824,"0"
"1258",1258,1383,"mYBM11YwgftyQJxYGkKnYQ","""Rocky's Philly Cheese Steaks""",1,"Southeast",1395,1.5,15,"Restaurants;Sandwiches;Fast Food",2527,"0"
"1259",1259,1384,"mys2H61EqcO4AJpnzi61ZA","""Waterside Cafe""",1,"Westside",1510,2,6,"Cafes;Restaurants",2562,"0"
"1260",1260,1385,"MyTsAeShB9pcWP84GSTAdw","""KoMex Fusion""",1,"Spring Valley",1300,4.5,395,"Korean;Mexican;Asian Fusion;Restaurants",1972,"0"
"1261",1261,1386,"mZI_wVrLOjz4M-QIC9n-jA","""PT's""",1,"University",855,2.5,35,"Bars;Sports Bars;Pubs;Restaurants;American (New);Nightlife",4414,"1"
"1262",1262,1387,"n_r2zY-SmI5kxaUODwi2Lg","""Rounders""",1,"Spring Valley",1300,3.5,22,"Nightlife;Restaurants;Sports Bars;American (Traditional);Bars;Burgers",3582,"1"
"1263",1263,1388,"N_TYkatwxieUMJVfMwQbvQ","""Dairy Queen Grill & Chill""",1,"Anthem",1300,2,6,"Fast Food;Ice Cream & Frozen Yogurt;Food;Restaurants;Burgers",543,"1"
"1264",1264,1389,"N0l-6kdgRXEskiGw3ab05A","""Johnny Rockets""",1,"Southwest",1450,3,65,"American (Traditional);Burgers;Sandwiches;Fast Food;Restaurants",3055,"1"
"1265",1265,1390,"n2kgJSiB7Q4u7AkDvYfzlg","""Munch Box""",1,"Spring Valley",1475,4.5,3,"Breakfast & Brunch;Restaurants",500,"0"
"1266",1266,1391,"N3zuaqGESF5iZsi_md9c1Q","""Tasty BBQ Kitchen""",0,"Spring Valley",1225,3.5,27,"Barbeque;Chinese;Restaurants",1189,"0"
"1267",1267,1392,"N4t78qF2C5jqYBjNr0j3_w","""Pho T""",1,"Eastside",1195,3.5,134,"Vietnamese;Restaurants",1689,"0"
"1268",1268,1394,"n7V4cD-KqqE3OXk0irJTyA","""GameWorks""",1,"Southeast",855,3,349,"Arcades;Arts & Entertainment;Gastropubs;Restaurants;American (New)",1718,"1"
"1269",1269,1395,"n8_OgIBErn-7TCIr4Sn2rA","""Oyster Bar""",1,"Eastside",1375,4.5,61,"Restaurants;Bars;Nightlife;Seafood",786,"0"
"1270",1270,1396,"n8Zqqhff-2cxzWt_nwhU2Q","""Public School 702""",1,"South Summerlin",1872.5,3.5,954,"American (New);Restaurants;Gastropubs;Nightlife;Bars",1407,"1"
"1271",1271,1397,"N95IG-T9bbR2iNL9_an1SQ","""Me Gusta Tacos""",1,"Southwest",1250,5,30,"Restaurants;Breakfast & Brunch;Mexican;Tacos",515,"0"
"1272",1272,1398,"NaZVUOzqk5b-l0mlki-9Og","""Chun Fai Chinese Eatery""",1,"Spring Valley",1475,3.5,180,"Food;Soup;Restaurants;Chinese;Thai;Bubble Tea",1566,"0"
"1273",1273,1399,"NblDoJBEwhkJyvAuxzh4rg","""Gyu-Kaku Japanese BBQ""",1,"Chinatown",1225,4,425,"Restaurants;Japanese;Barbeque",1673,"0"
"1274",1274,1401,"ncEJaX_79zZGSS1NQNzu4A","""McDonald's""",1,"Southwest",1495,1.5,73,"Fast Food;Restaurants;Burgers",3282,"1"
"1275",1275,1402,"nCjsK9-_xH0bxuEqdAc8TA","""Budweiser Racing Track Bar & Grill""",1,"Southeast",855,2.5,11,"American (Traditional);Restaurants",3820,"1"
"1276",1276,1403,"nD_7R5bVxRYNHKv_dGlhBA","""Timbers Rancho""",1,"Northwest",1330,3.5,11,"Sandwiches;Restaurants;Bars;Arts & Entertainment;American (Traditional);Nightlife;Casinos;Burgers",805,"1"
"1277",1277,1404,"NDs6xlZesy9xZFt2Lio6XQ","""Tropical Smoothie Cafe""",1,"Westside",1400,2,93,"Juice Bars & Smoothies;Salad;Sandwiches;Cafes;Wraps;Food;Restaurants",3155,"0"
"1278",1278,1407,"nFesIguvEF_h5h7lNSn__w","""Old Vegas Tavern""",1,"Eastside",1100,3.5,20,"Sandwiches;Bars;Venues & Event Spaces;American (Traditional);Event Planning & Services;Dive Bars;Lounges;Restaurants;Nightlife;Sports Bars",1383,"1"
"1279",1279,1408,"NfM1YE-FJCToO1LB36T6lQ","""Jason's Deli""",1,"Spring Valley",1250,3.5,158,"Restaurants;Sandwiches;Delis;Salad",2771,"0"
"1280",1280,1409,"NG2mL-wQQfBdsXsyUbw8pA","""Capriotti's Sandwich Shop""",1,"Centennial",1350,3,11,"Restaurants;Sandwiches",541,"0"
"1281",1281,1410,"nGjqCFbLPeBJe55Mx-nIEw","""Tacos Los Toritos""",1,"Sunrise",1000,4.5,39,"Mexican;Restaurants",3220,"0"
