"","business_id","name","neighborhood","address","postal_code","stars","review_count","categories","open_2019","american","age","chain"
"2325","LUdKbgaPZ7F48u9zn7ozFg","""Jack In the Box""","Northwest","""3250 N Durango Dr, Ste 100""","89129",3,22,"Burgers;Fast Food;Restaurants",1,"1",3071,TRUE
"2326","luf0E5FPY-hv-uceL8QtBA","""Fat Bar""","The Strip","""3763 Las Vegas Blvd S""","89109",4,23,"American (New);Sports Bars;American (Traditional);Nightlife;Bars;Restaurants",1,"1",2197,FALSE
"2327","luZoeAWYeroo2hl7vn-CrQ","""Carl's Jr.""","Northwest","""3189 N Rainbow Blvd""","89108",2.5,17,"Restaurants;Fast Food",1,"0",2983,TRUE
"2328","Lv-PXEvribgyK4LWGvJQQg","""Starbucks""","Southeast","""3410 E Sunset Rd""","89120",4.5,7,"Coffee & Tea;Food",1,"0",590,TRUE
"2329","lv5Bnqlt93NnvNJ2oNcQ8Q","""Los Cucos Mexican Cafe""","Spring Valley","""7315 Arroyo Crossing Pkwy""","89113",4,214,"Tex-Mex;Nightlife;Mexican;Caterers;Event Planning & Services;Bars;Restaurants",1,"0",852,FALSE
"2330","lVfZ2AaYRYHCFenUMQna8g","""Super B Burrito""","Southeast","""8899 S Eastern Ave""","89123",3.5,142,"Mexican;Restaurants",0,"0",3050,FALSE
"2331","LvNQkpggm72kJUTzO0juWQ","""The Protein Source""","Spring Valley","""7060 S Durango Dr, Ste 115""","89113",4,113,"Vegan;American (New);Breakfast & Brunch;Restaurants",1,"1",1075,FALSE
"2332","lVULxfPrpjnlOzF_jilRAA","""Tacos N' Ritas""","The Strip","""3355 S Las Vegas Blvd""","89109",2.5,48,"Vegetarian;Mexican;Restaurants;Food",1,"0",1664,TRUE
"2333","lvuuyYZ-CzFrg1BLdV2OPw","""Libre Mexican Cantina""","South Summerlin","""11011 W Charleston Blvd""","89135",4,333,"Nightlife;Fast Food;Restaurants;Cocktail Bars;Bars;Mexican",0,"0",1171,FALSE
"2334","LWgaRojEN8a-V6yxORo7yQ","""Poke Poku Hawaiian Poke Bar""",NA,"""9310 S Eastern Ave, Ste 108""","89123",4.5,138,"Sushi Bars;Poke;Hawaiian;Food;Restaurants",1,"0",761,FALSE
"2335","lWnG8JOua6jJ_STTLLstlg","""Ice Land Vegas""","Westside","""1000 S Rampart Blvd, Ste 15""","89145",4,39,"Desserts;Cafes;Ice Cream & Frozen Yogurt;Food;Restaurants;Gelato;Coffee & Tea",1,"0",620,FALSE
"2336","LwQB9H3jZ9wTk24Lr-AnZQ","""Spago by Wolfgang Puck""","The Strip","""The Forum Shops At Caesars, 3500 Las Vegas Blvd S, Ste G1""","89109",4,1056,"Pizza;American (Traditional);American (New);Restaurants",0,"1",4849,FALSE
"2337","lwxYmWqjmEZ0ukCsXC9Pfg","""Giordanos - Las Vegas""","The Strip","""3619 Las Vegas Blvd S, Ste 200""","89109",4,517,"Pizza;Restaurants;Italian;Salad",1,"0",862,FALSE
"2338","lXCmTGagqHuPgaeN2g2P1Q","""Marcos Pizza""","Sunrise","""5061 E Sahara Ave""","89142",3.5,30,"Pizza;Restaurants",1,"0",2486,TRUE
"2339","lxM13Vq0WzbLVxq1Cl04zQ","""Nathan's Famous""","Southeast","""5757 Wayne Newton Blvd""","89111",2,30,"Burgers;Chicken Wings;Restaurants;Hot Dogs",1,"1",1933,TRUE
"2340","lXpa2Td7cWTku0KeeKKwrA","""Jamba Juice""","The Lakes","""9091 W Sahara""","89117",3.5,42,"Food;Juice Bars & Smoothies",1,"0",2511,TRUE
"2341","LXt2Aycp2ILMWQmKsjl4Wg","""Firehouse Subs""","South Summerlin","""9921 W Charleston Blvd, Ste 4""","89117",4,87,"Sandwiches;Restaurants;Fast Food;Delis",1,"0",2668,TRUE
"2342","LxvB74hwdqJ2jXKUIkve-g","""BF Bakery & Cafe""","Eastside","""3768 S Maryland Parkway""","89119",3.5,10,"Coffee & Tea;Food;Bakeries",1,"0",1276,FALSE
"2343","lYCeqldIiOggsbByH3RRhw","""Metro Pizza""","Southeast","""5757 Wayne Newton Blvd""","89119",2.5,15,"Restaurants;Pizza",1,"0",1559,TRUE
"2344","lym9VHmU2QupopVsMGt7lg","""Chipotle Mexican Grill""",NA,"""7175 W Lake Mead""","89128",3,118,"Mexican;Fast Food;Restaurants",1,"0",4248,TRUE
"2345","lYv2-FaGQBhZnVxTb3Qc5Q","""Wendy's""",NA,"""3333 W Tropicana Ave""","89103",2,48,"Restaurants;Burgers;Fast Food",1,"1",3658,TRUE
"2346","LyVLSt5aLx-4Ll2XB-U-5Q","""Red Lantern Pho Vietnamese Grill""","Spring Valley","""5651 S Grand Canyon Dr, Ste 100""","89148",4.5,98,"Chicken Wings;Vietnamese;Restaurants;Soup",1,"0",694,FALSE
"2347","LYWbyu1EQM2o5hwHG5_Ldg","""RM Seafood""","The Strip","""3950 S Las Vegas Blvd""","89119",3.5,866,"Sushi Bars;Seafood;Restaurants",0,"0",4742,FALSE
"2348","Lzg7YuoP1SDyg2S5lvBvhg","""Good Fella Korean Bistro""","Spring Valley","""5035 S Fort Apache Rd, Ste 106""","89148",4.5,130,"Restaurants;Asian Fusion;Nightlife;Bars;Korean",1,"0",1506,FALSE
"2349","lzQxNWlUVXJM2uqBeZafaQ","""Blizz Frozen Yogurt - Bally's Hotel & Casino""","The Strip","""3645 South Las Vegas Blvd""","89109",3,6,"Desserts;Ice Cream & Frozen Yogurt;Food;Restaurants;Creperies;Juice Bars & Smoothies",1,"0",860,FALSE
"2350","LZSyWy4IHgXg6QhW2jrBlw","""Romano's Macaroni Grill""",NA,"""2400 W Sahara Ave""","89102",3,125,"Restaurants;Wine Bars;Italian;Nightlife;Bars",0,"0",4420,TRUE
"2351","lZvr_VDNWjCN_PT67StkKQ","""The Salon at Lakeside""","Summerlin","""2620 Regatta Dr, Ste 217""","89128",3.5,76,"Pizza;Eyebrow Services;Hair Salons;Makeup Artists;Nail Salons;Restaurants;Beauty & Spas",1,"0",3736,FALSE
"2352","lZZLmG1ANLq2Yb3KuVA4NA","""Circus Buffet""","The Strip","""2880 S Las Vegas Blvd""","89109",2,321,"Buffets;American (New);Arts & Entertainment;Restaurants;Casinos",1,"1",3974,FALSE
"2353","M--CB6Fhp4XKxsR2PlcP9w","""Fat Tuesday""","The Strip","""3500 Las Vegas Blvd S, Ste L23""","89109",4.5,226,"American (New);Bars;Restaurants;Nightlife",1,"1",4296,FALSE
"2354","M-bM5y8qdE-Z3mfZept1EA","""Ohana Hawaiian Bbq""","Southeast","""7435 S Eastern Ave, Ste 107""","89123",4,117,"Barbeque;Hawaiian;Restaurants",1,"0",3713,TRUE
"2355","M-SS_Kr0zlC7v8kBSRa74g","""Hokaido Sushi""","Spring Valley","""6015 S Fort Apache Rd, Ste 150""","89148",4,293,"Restaurants;Sushi Bars",1,"0",3623,FALSE
"2356","m-xsH8VkcYtTTvp2Fa6Ajw","""Pancho's""","South Summerlin","""11020 Lavender Hills Dr""","89135",3.5,531,"Mexican;Restaurants;Breakfast & Brunch",1,"0",1290,FALSE
"2357","m01nlmGzbS0TBB8NZxp3Yg","""Magoo's""","Northwest","""3234 N Decatur Blvd""","89130",3.5,7,"Bars;Nightlife;Restaurants;American (Traditional)",1,"1",2259,FALSE
"2358","M1-aQ3XIMoAQeCUS0xQ4Mw","""Taco Bell""","Eastside","""1109 E. Twain""","89109",3,16,"Tex-Mex;Mexican;Restaurants;Fast Food",1,"0",2511,TRUE
"2359","M2Qdv-0LXV8RUmCH-Qo6xQ","""Hot Dog On A Stick""","Eastside","""3532 S Maryland Pkwy""","89169",3.5,6,"Restaurants;Food;Hot Dogs",1,"0",2008,TRUE
"2360","M3_5NSkpAXsvN2g4Bqrcsg","""Subway""",NA,"""6125 W Tropicana Ave""","89103",2,12,"Restaurants;Fast Food;Sandwiches",1,"0",2783,TRUE
"2361","M30I1NPl5JuHthxo1IXPGg","""Pho Saigon 8""","Chinatown","""5650 Spring Mountain Rd""","89146",3.5,458,"Vietnamese;Restaurants",1,"0",4540,TRUE
"2362","M4vh_kzppP1nsxo7hsaVIA","""Golden Nugget Buffet""","Downtown","""129 E Fremont St""","89101",2.5,285,"Restaurants;Buffets",1,"0",3303,FALSE
"2363","M51gw2cz_vXarNBLbKkOxQ","""The Cracked Egg""","Spring Valley","""6435 S Rainbow Blvd""","89118",4,490,"Restaurants;Breakfast & Brunch",1,"0",4256,TRUE
"2364","m51uL1LZhKYf2y_yG4NEng","""Pho 87""","Chinatown","""3620 S Jones Blvd""","89103",3.5,292,"Restaurants;Vietnamese",1,"0",3573,FALSE
"2365","m5niZy68d2gTtVWz89elfA","""Slidin Thru""","Southeast","""6478 Windy Rd""","89119",4,364,"Restaurants;Food Trucks;Food Stands;Food;Burgers",1,"1",3319,FALSE
"2366","m6TRzUX-QizEkvNRpub3lA","""Wendy's""","Southeast","""5757 Wayne Newton Blvd""","89119",3,31,"Restaurants;Fast Food;Burgers",1,"1",3015,TRUE
"2367","M7dW8WCWN7KlcdA2NxaYvg","""Einstein Bros Bagels""","University","""University Of Nevada""","89154",2,11,"Restaurants;Sandwiches;Breakfast & Brunch",1,"0",2248,TRUE
"2368","M7ZuMAutAtvplANHiOz_ug","""Subway""","The Strip","""3785 Las Vegas Blvd S, Ste 203""","89109",1,5,"Restaurants;Fast Food;Sandwiches",1,"0",1466,TRUE
"2369","M85y1RfSCyWZkWR-18YU1Q","""Subway""","Chinatown","""6870 Spring Mountain Rd, Ste 104""","89146",2,6,"Sandwiches;Fast Food;Restaurants",1,"0",2806,TRUE
"2370","M9zu5KTyVwVC-45Mn8Wp0g","""Taste""","Southwest","""7945 S Rainbow Blvd, Ste B""","89139",4,74,"Chinese;Restaurants;Seafood;Szechuan;Cantonese",1,"0",609,FALSE
"2371","maI7TBB32kGuRkfxxA8s6A","""Seattle's Best Coffee""","Southeast","""9777 Las Vegas Blvd S""","89123",3,33,"Coffee & Tea;Food",1,"0",3451,FALSE
"2372","maIam6HyU4FB_sBIk9ippA","""The Lodge at Shelbourne""","Southwest","""8350 S Rainbow Blvd""","89139",3,81,"American (Traditional);Bars;Nightlife;Restaurants;Pubs",1,"1",4093,FALSE
"2373","mAIPUQPJiWXudRbOaBX33g","""Popeyes Louisiana Kitchen""","Spring Valley","""7110 S Durango Dr""","89113",2,86,"Chicken Wings;Fast Food;Restaurants",1,"0",3657,TRUE
"2374","makqSKZaz1aUipoWBW0BsA","""Westin Las Vegas Hotel & Spa""","Eastside","""160 East Flamingo Rd""","89109",3,591,"Casinos;Hotels & Travel;Event Planning & Services;Hotels;Restaurants;Arts & Entertainment",1,"0",4615,FALSE
"2375","MaqIoGwyD3K3b2i0VM8zOQ","""Firehouse Subs""","Westside","""1121 S Decatur Blvd, Ste 140""","89102",4,9,"Fast Food;Sandwiches;Delis;Restaurants",1,"0",1023,TRUE
"2376","MAuSh7NKoT__CQ4BumoayA","""T&T - Tacos & Tequila""","The Strip","""3900 Las Vegas Blvd""","89119",3.5,727,"Mexican;Restaurants",1,"0",3819,FALSE
"2377","MAxm3XjWfrtAOfWqjZ3CUg","""King's Cafe""",NA,"""721 N Rancho Dr""","89106",5,3,"Cafes;Restaurants;Soup;Sandwiches",1,"0",538,FALSE
"2378","mB_cI1tCrNxxvr2e2myNrQ","""Taco Bell Cantina""","The Strip","""3717 S Las Vegas Blvd, Ste 140-A""","89109",3.5,226,"Restaurants;Mexican;Fast Food",1,"0",887,FALSE
"2379","Mb5w1N3tvsAFDrDcHQyrsw","""Charleys Philly Steaks""","Westside","""4300 Meadows Ln""","89107",3,29,"Barbeque;Restaurants;Fast Food",1,"0",2030,FALSE
"2380","Mb8qJps-OBFmDALFo5dkJA","""A Cut Above Restaurant""","Centennial","""2275 Kyle Canyon Rd""","89124",2.5,25,"American (Traditional);Steakhouses;Restaurants",1,"1",2908,FALSE
"2381","mBPoC45aHpiqx6wp-FpE2g","""Bomas Bar & Grill""","Southwest","""8020 S Durango Dr""","89113",3.5,56,"Breakfast & Brunch;Bars;Nightlife;Restaurants;American (Traditional)",1,"1",3867,FALSE
"2382","mbZe40oM-Ha-Q_qWh49-Mg","""Little Caesars Pizza""","Spring Valley","""4825 S Rainbow Blvd, Ste 202""","89103",2,58,"Pizza;Restaurants",1,"0",2811,TRUE
"2383","MCenmA0zc9gNR1Cwyh4f1A","""Cleo's Team Dining room""","The Strip","""3570 S Las Vegas Blvd""","89109",3,12,"American (Traditional);Restaurants",1,"1",820,FALSE
"2384","McQsl_USMy6kfUz9J02Tdg","""Lotus Garden Cuisine""","Spring Valley","""6435 S Rainbow Blvd""","89118",3.5,56,"Chinese;Restaurants",1,"0",4109,FALSE
"2385","MD2lokfrZ-2NlDMkKbgEPA","""Villa Fresh Italian Kitchen""","South Summerlin","""11011 W Charleston Blvd""","89135",2,23,"Restaurants;Pizza",1,"0",3376,TRUE
"2386","MD4Pa7A3EyQDwscwCQqnmQ","""Rubio's""","Southeast","""7400 S Las Vegas Blvd, Unit 22""","89123",3,13,"Caterers;Restaurants;Event Planning & Services;Salad;Mexican;Seafood",1,"0",1575,TRUE
"2387","MD5aTUMKi-Qk0-jr3xRgng","""Villa Italian Kitchen""","Northwest","""4949 N Rancho Dr""","89130",2.5,6,"Pizza;Restaurants",1,"0",2676,FALSE
"2388","Md6895ZtS3FA8a0pUaH6nw","""America""","The Strip","""3790 Las Vegas Blvd S""","89109",3,452,"American (Traditional);Restaurants;Breakfast & Brunch;American (New);Burgers",1,"1",4525,FALSE
"2389","mD8bJbumIGOtlXXuvVNuqw","""Call Me Cake""","Westside","""450 S Buffalo Dr""","89145",5,3,"Restaurants;Soul Food",1,"0",514,FALSE
"2390","mDmIiRv_KDCDMdidviGgoQ","""Aromatherapy Garden""","Westside","""440 S Rampart Blvd""","89145",5,3,"Food;Organic Stores",1,"0",1225,FALSE
"2391","mDoLWEOFmxcQ5TAPqxoJLg","""Sagos Baja Tavern & Lounge""","Spring Valley","""4790 S Fort Apache Rd""","89147",4,123,"Gastropubs;Nightlife;American (New);Restaurants;Bars",1,"1",3083,FALSE
"2392","mDR12Hafvr84ctpsV6YLag","""Mr Mamas""","Spring Valley","""5693 S Jones Blvd, Ste 106""","89118",4.5,1608,"Breakfast & Brunch;Restaurants;Sandwiches;Burgers;American (Traditional)",1,"1",1511,FALSE
"2393","mDtlBsfTUPDuASvUcKWSbw","""L&L Hawaiian Barbecue""",NA,"""6118 W Flamingo Rd""","89103",4,65,"Barbeque;Hawaiian;Restaurants",1,"0",1868,TRUE
"2394","MDVbJicJvqaO4WGx0vEabQ","""Chili's""","Southeast","""7530 S Las Vegas Blvd""","89123",3,203,"Bars;American (Traditional);Tex-Mex;Nightlife;Restaurants",1,"1",4181,TRUE
"2395","me17NOULVwu40AdKGYHIaQ","""Rocco's Ny Pizza & Pasta""","Southeast","""580 E Windmill""","89123",4,126,"Pizza;Restaurants;Italian;Sandwiches",1,"0",1310,FALSE
"2396","mEhW0TYZi1xor_Xp15Fc2w","""L & L Hawaiian Barbecue""","Eastside","""2595 S Maryland Pkwy""","89109",3,60,"Fast Food;Restaurants;Barbeque;Hawaiian",1,"0",4381,TRUE
"2397","meIoY_9NhN8ttxL7ZcpEYQ","""Burger King""","Summerlin","""10880 W Charleston Blvd""","89135",2.5,20,"Restaurants;American (Traditional);Fast Food;Burgers",1,"1",3374,TRUE
"2398","Mfb5PoHtRV50w3MeSvDn7A","""Jamba Juice""","Westside","""1121 S Decatur Blvd, Ste 110""","89102",3,68,"Juice Bars & Smoothies;Food",1,"0",3176,TRUE
"2399","mfQfNIb3TYeBSxsN1WD8eA","""McDonald's""","Spring Valley","""6990 S Rainbow Blvd""","89118",3,63,"Fast Food;Restaurants;Burgers",1,"1",3067,TRUE
"2400","mgc8BmE6Tdt4MVOy6siZoA","""Food Court at Fashion Show Mall""","The Strip","""3200 S Las Vegas Blvd""","89109",2.5,37,"Restaurants;Food;Food Court",1,"0",4745,FALSE
"2401","mGCOI83lIiDfc4cEOtmZlQ","""Pan Asian Express""","The Strip","""3799 Las Vegas Blvd""","89109",2.5,51,"Pan Asian;Chinese;Restaurants",1,"0",1892,FALSE
"2402","MgSd4P3ATkiywbbraFygHg","""Plantone's Italian Market""","Spring Valley","""8680 W Warm Springs Rd""","89148",4,197,"Delis;Pizza;Italian;Restaurants;Sandwiches",1,"0",856,FALSE
"2403","MGwWap1dAOOyVo3xtpC2zQ","""Starbucks""","Southeast","""475 E Windmill Ln""","89123",3.5,9,"Food;Coffee & Tea",1,"0",2605,TRUE
"2404","Mh84_j7YmRrAcm0DWV4bUw","""Cugino's Italian Deli & Pizza""","University","""4550 S Maryland Pkwy""","89119",4.5,580,"Restaurants;Italian;Delis;Pizza",1,"0",4082,FALSE
"2405","mhDG_wtuyTDr-c0rgfEMpQ","""Ru Yi Noodle House""","The Strip","""3743 S Las Vegas Blvd, Ste 106""","89109",2.5,44,"Restaurants;Chinese;Noodles",1,"0",1328,FALSE
"2406","mhPoLbP2t-kczuXvNMt3Tg","""Subway""","Southwest","""7320 S Rainbow Blvd, Ste 105""","89139",3,21,"Restaurants;Fast Food;Sandwiches",1,"0",3099,TRUE
"2407","mibbKeg4gbD9O58TCjDWgQ","""Roberto's Taco Shop""","Westside","""3399 S Durango Dr, Ste 102""","89147",2.5,56,"Fast Food;Restaurants;Mexican",1,"0",3810,TRUE
"2408","MIeVxFe29Jl33reMYewacw","""Burger King""","Eastside","""3401 E Tropicana Ave""","89121",2,12,"Restaurants;Burgers;Fast Food",1,"1",1478,TRUE
"2409","mIlQi6nZdFbEAjZuQ6pFfQ","""Verrazano Pizza""","Westside","""240 S Rainbow Blvd, Ste 3""","89145",4,155,"Restaurants;Pizza",1,"0",4223,TRUE
"2410","MiUrif_vYOuITF4ALf7WHA","""Planet Hollywood""","The Strip","""3500 S Las Vegas Blvd""","89109",2.5,255,"American (Traditional);Casinos;Hotels & Travel;Arts & Entertainment;Resorts;Restaurants;American (New)",1,"1",4474,FALSE
"2411","miUYb0E10sNtXe-qXiYjbw","""Raising Cane's""","Centennial","""6051 N Decatur Blvd""","89130",4,34,"American (Traditional);Chicken Wings;Chicken Shop;Fast Food;Restaurants",1,"1",931,TRUE
"2412","mIzlYJ0n8cXIHs1JiPN8kg","""GO!KU J-Wraps & Ramen GOKU""","Chinatown","""4300 W Spring Mountain Rd, Ste 108""","89102",4.5,125,"Ramen;Japanese;Vegan;Restaurants;Noodles;Vegetarian;Sushi Bars",0,"0",827,FALSE
"2413","mjhwLcuoenVW8oFhcNmlHA","""Claim Jumper""","Westside","""1100 S Fort Apache Rd""","89117",3,306,"American (New);Restaurants",1,"1",4171,TRUE
"2414","MJXL27XNMm15NQ-MGP8jhw","""Dairy Queen""","Westside","""2205 S Rainbow Blvd""","89117",2.5,16,"Restaurants;Food;Burgers;Ice Cream & Frozen Yogurt;Fast Food",1,"1",1085,TRUE
"2415","Mk_NJdCypVpNe6yGgymkbw","""Pios Pios Ice Cream Shop""","Eastside","""2660 S Maryland Pkwy, Ste 20""","89109",4.5,6,"Desserts;Latin American;Food;Juice Bars & Smoothies;Restaurants;Gelato;Ice Cream & Frozen Yogurt",0,"1",958,FALSE
"2416","mKNzA_CjO3NXcCn9RphHiw","""Del Taco""","Southeast","""5975 S Eastern Ave""","89119",4,8,"Restaurants;Mexican",1,"0",2970,TRUE
"2417","mkZFZkuue9am7PRp9dt1jA","""La Original Michoacana""","Sunrise","""5105 E Sahara Ave, Ste 102""","89142",3,6,"Restaurants;Food;Burgers;Desserts;Mexican",1,"1",1402,FALSE
"2418","mL9sLXHeA0q7aj8-BXXq4g","""McDonald's""","Sunrise","""2886 S Nellis Blvd""","89121",2.5,7,"Restaurants;Fast Food;Burgers",1,"1",1853,TRUE
"2419","ml9WFLPNAIryG6zQnd9qBA","""Philly Cheesesteak Factory""","Southeast","""6115 S Pecos Rd""","89120",4,48,"Restaurants;Cheesesteaks",1,"0",3883,FALSE
"2420","MlIS0BxTR9QyPotGZ4JVUA","""Felipe's Tacos""",NA,"""1615 N Decatur Blvd""","89108",4.5,11,"Restaurants;Food;Mexican;Street Vendors",1,"0",2239,FALSE
"2421","mlOFd0pHDcav5hcnbKJiXQ","""Kuben""","Spring Valley","""5025 S Fort Apache Rd, Ste 105""","89148",4.5,62,"Restaurants;Breakfast & Brunch;Japanese;Asian Fusion",1,"0",691,FALSE
"2422","mm55v9Se5MutJ_EAj8qOjw","""Denny's""",NA,"""3330 W Tropicana Ave""","89103",2.5,43,"Breakfast & Brunch;Restaurants;American (Traditional);Diners",1,"1",3592,TRUE
"2423","mmbXj7CmjGbH-wR3j6cD0w","""Sweet Tomatoes""","Spring Valley","""9460 W Flamingo Rd, Ste 100""","89147",3.5,288,"Buffets;Salad;Soup;Vegetarian;Restaurants",1,"0",3261,TRUE
"2424","MMfVS56z0AZXbO3C9vHbVg","""Pizza Hut""","Summerlin","""10260 W Charleston Blvd""","89135",2,35,"Restaurants;Pizza",1,"0",4067,TRUE
"2425","MmG-PpE0DZa6M04ejbUSLw","""Jody Maroni's""","Southeast","""5757 Wayne Newton Blvd""","89111",1,5,"Restaurants;Fast Food",1,"0",1735,FALSE
"2426","MmR06_kNAbmOPK-0pKvGtA","""Cinnabon""","Westside","""4300 Meadows Ln""","89107",4,3,"Food;Coffee & Tea;Desserts",1,"0",1053,TRUE
"2427","MmW1-h6o79XhhO_qutIZ_Q","""Starbucks""","The Strip","""3355 S Las Vegas Blvd""","89109",1.5,4,"Sandwiches;Bakeries;Restaurants;Food;Coffee & Tea",1,"0",511,TRUE
"2428","MN5XcZlBtkI8exdIB7RQVQ","""Starbucks""","The Strip","""3850 Las Vegas Blvd S""","89109",2.5,7,"Food;Coffee & Tea",1,"0",1512,TRUE
"2429","Mn6PbumS7GL2v3jPilTaeg","""Tamba""","The Strip","""3743 Las Vegas Blvd S, Ste 205""","89109",3.5,536,"Halal;Nightlife;Restaurants;Indian;Bars;Pakistani;Gluten-Free",1,"0",4742,FALSE
"2430","MNaPOkqm2vKeNG8EqkZWCg","""Chicago Joe's""","Downtown","""820 S 4th St""","89101",4,338,"Sandwiches;Italian;Seafood;Restaurants",1,"0",3859,FALSE
"2431","mNb_kxgc922N4f64tqxxbg","""Gridiron Grill""","South Summerlin","""11011 W Charleston Blvd""","89135",3.5,3,"Burgers;Sandwiches;Restaurants",1,"1",617,FALSE
"2432","mnqJVQhLcPHtpVx_6kbJuw","""Las Vegas Custom Cakes""","Westside","""5243 W Charleston Blvd, Ste 7""","89146",4.5,114,"Desserts;Coffee & Tea;Bakeries;Custom Cakes;Food;Cupcakes",1,"0",3204,FALSE
"2433","mnU3iGsL55MCWXiWV3AcAQ","""In-N-Out Burger""","Centennial","""5690 Centennial Center Blvd""","89149",4,172,"Restaurants;Burgers;Fast Food",1,"1",4453,TRUE
"2434","MnYGGxWpMyQ7oncUPjbEmw","""Nathan's Famous""","The Strip","""Luxor Hotel and Casino Food Court, 3900 Las Vegas Blvd S""","89109",3,100,"Cheesesteaks;Comfort Food;Hot Dogs;Restaurants;American (New)",1,"1",4632,TRUE
"2435","MOATc61QdKLNygLOfV-HSQ","""U-Swirl Frozen Yogurt""","Westside","""9795 W Charleston Blvd, Ste 101""","89117",3,73,"Food;Ice Cream & Frozen Yogurt",1,"0",3361,TRUE
"2436","MOd-00nJo6xwg-cZT-RBTQ","""Forte Family Practice""","Northwest","""9010 W Cheyenne Ave, Ste 107""","89129",2,26,"Family Practice;Health & Medical;Restaurants;Doctors;Tapas/Small Plates",1,"0",799,FALSE
"2437","mOF_0nlTRu5NxOu6MsOAQQ","""Ding's Garden""","Chinatown","""3409 S Jones Blvd""","89146",4,29,"Restaurants;Shanghainese;Chinese",0,"0",696,FALSE
"2438","mosTQJDkiVlkwtI0Hgp4Vg","""Starbucks""","The Strip","""2000 Las Vegas Blvd""","89104",2.5,13,"Coffee & Tea;Food",1,"0",1199,TRUE
"2439","mOW2adAwuFSMHXv74psg7w","""Winchell's Donut House""",NA,"""401 N Eastern Ave""","89101",4,20,"Food;Donuts",1,"0",3512,TRUE
"2440","mpic-6yBI1pavHRNxBbFwQ","""Winder Farms""",NA,"""6420 Cameron St, Ste 203""","89118",2,113,"Food;Food Delivery Services",0,"0",3187,FALSE
"2441","MpovsyjkSkchD7ssAdEVKQ","""Charlie Palmer Steak""","The Strip","""3960 S Las Vegas Blvd""","89119",4,419,"American (New);Restaurants;Steakhouses",1,"1",4331,FALSE
"2442","MpT8KheTjs7TSDWIoMUFxg","""China AAA""","Southeast","""9775 S Maryland Pkwy, Ste C""","89183",4,110,"Restaurants;Chinese;Asian Fusion",1,"0",1666,FALSE
"2443","mPULKHFz89tFM7Yba55MKQ","""Juice Bar""","Eastside","""4455 Paradise Rd""","89169",4.5,7,"Food;Juice Bars & Smoothies",1,"0",1185,FALSE
"2444","MQ9FwcgKsvkuPVtIfz7dWQ","""Baskin-Robbins""","Sunrise","""4420 E Charleston Blvd""","89104",4,8,"Ice Cream & Frozen Yogurt;Food",1,"0",1793,TRUE
"2445","mqd1Aasl9aMqqa8CKjwEeQ","""The Grille Inside The Golden Nugget""","Downtown","""200 S 3rd St""","89101",3,41,"American (Traditional);Restaurants",1,"1",2615,FALSE
"2446","MQD3EvzB7C8zol6kBxBrSg","""Fist of Fusion Island Grill""","Southwest","""7355 S Buffalo Dr, Ste A""","89113",4.5,41,"Asian Fusion;Hawaiian;Barbeque;Restaurants",1,"0",531,FALSE
"2447","mQeWho9G2R9NpYfAVfR81g","""Rat Pack Bar And Grill""","Eastside","""1911 E Desert Inn""","89169",4,4,"Restaurants;American (Traditional)",1,"1",2570,FALSE
"2448","MqIgMLUdD53r_dmx1goYJg","""Shucks Tavern & Oyster Bar""","Centennial","""7155 N Durango Dr""","89149",3.5,289,"Seafood;Breakfast & Brunch;Restaurants;Nightlife;Bars;Sports Bars",1,"0",4252,TRUE
"2449","MQlJrXuMAkTtWQQU_nszLQ","""Wendy's""",NA,"""7150 W Lake Mead Blvd""","89128",2,28,"Restaurants;Burgers;Fast Food;Hot Dogs",1,"1",2809,TRUE
"2450","MQXZW_c30OdTsLcLkhjzlQ","""Peter Piper Pizza""","Westside","""2131 S Decatur Blvd""","89102",3.5,38,"Buffets;Chicken Wings;Pizza;Restaurants",1,"0",884,TRUE
"2451","MqYYYNA-ZYvV-1w5qcmMoA","""Aureole""","The Strip","""3950 S Las Vegas Blvd""","89119",3.5,650,"American (Traditional);Seafood;American (New);Restaurants",1,"1",5156,FALSE
"2452","MR-oGBw4MLDoqAwS6TaYZw","""Wendy's""","Northwest","""4560 N Rancho Dr""","89130",2.5,22,"Hot Dogs;Burgers;Fast Food;Restaurants",1,"1",3189,TRUE
"2453","mrjhrTycW0iLumjMZCfrzw","""Julio's Tacos & Grill""","Eastside","""4178 Koval Ln""","89109",4,12,"Mexican;Restaurants",1,"0",1297,FALSE
"2454","mRMljeCr44acwg7KgS1UUg","""Bonanza Indoor Swapmeet""","Downtown","""1720 E Charleston Blvd""","89104",1.5,3,"Street Vendors;Baby Gear & Furniture;Beauty & Spas;Shopping;Hair Removal;Food;Flea Markets",1,"0",1392,FALSE
"2455","mrnUt3IdLRf4j8WeeGGbpw","""Starbucks""","University","""4780 S Maryland Pkwy""","89119",2.5,68,"Coffee & Tea;Food",1,"0",3183,TRUE
"2456","mRsb657hi4iQcb0r5_VlYw","""Arizona Charlie's Boulder""",NA,"""4575 Boulder Hwy""","89121",2.5,118,"RV Parks;Hotels;Restaurants;American (New);Casinos;Arts & Entertainment;Hotels & Travel;Event Planning & Services",1,"1",3528,FALSE
"2457","mS8ZyLZjYhB42ts9_8j3vg","""O'aces Bar & Grill""",NA,"""3003 N Rainbow Blvd""","89108",1.5,4,"Nightlife;Restaurants",1,"0",3261,TRUE
