"","X","business_id","name","open_2019","neighborhood","august_2017_median","stars","review_count","categories","age"
"1125",1235,"kwLlQn95rqiqvmM4Yc2hIg","""Roberto's Taco Shop""",1,"Spring Valley",1300,3.5,133,"Fast Food;Restaurants;Mexican","2006-11-01"
"1126",1236,"KXaoMnxau0tei2uRZuA9mQ","""Sushi Burrito Bowl""",1,"Westside",1400,3.5,39,"Asian Fusion;Sushi Bars;Restaurants","2017-07-06"
"1127",1237,"kXxSkjIByGp4X6-FIO8_Qw","""The Diner at LVM Resort""",1,"Southwest",1450,4.5,135,"Restaurants;Diners;Breakfast & Brunch;American (Traditional)","2011-10-09"
"1128",1238,"KY5-vGUZhDmDi1ieXRUmmw","""Taco Bell""",1,"Sunrise",1000,3.5,7,"Tex-Mex;Mexican;Fast Food;Restaurants","2014-09-15"
"1129",1240,"kYvZZ_aKaKLQKeyms74T2Q","""Lindo Michoacan""",1,"Spring Valley",1300,3.5,394,"Mexican;Restaurants","2008-02-10"
"1130",1241,"KyzPvdGPb2ubVlXJrS2QPA","""Pizzalicious""",1,"Spring Valley",1100,4.5,141,"Food;Restaurants;Pizza;Sandwiches;Food Delivery Services;Italian","2013-02-05"
"1131",1242,"kzwiQ54fopeTgGEIkgJ2dQ","""PT's""",1,"Spring Valley",1250,3.5,96,"Sports Bars;American (New);Bars;Pubs;Restaurants;Nightlife","2010-10-29"
"1132",1243,"l_eFv9Q9Q8RBLqfJJXi9ug","""Subway""",1,"University",855,2,4,"Sandwiches;Restaurants;Fast Food","2014-04-27"
"1133",1244,"l-syVU_B8T4ZTr_SpMCKfg","""Popeyes Louisiana Kitchen""",1,"Southeast",1195,2.5,40,"American (Traditional);Fast Food;Chicken Wings;Restaurants","2010-02-22"
"1134",1245,"L1-1P3acJc4gEFvWwjXcNQ","""Meraki Greek Grill""",1,"Spring Valley",1100,5,327,"Restaurants;Greek","2017-02-08"
"1135",1246,"l3EkLGreTXChG0TQHyo2ow","""Wendy's""",1,"Eastside",1375,2.5,17,"Restaurants;Burgers;Fast Food","2011-07-14"
"1136",1247,"L6kFtq-C4dJJZJGk5Q8vRw","""New York Bagel Bakery""",0,"Downtown",1100,3,74,"Restaurants;Coffee & Tea;Food;Sandwiches;Bagels","2011-10-26"
"1137",1248,"l7BLw7-bKVD7fImtls4Lfw","""Los Antojos""",1,"Downtown",1375,4,71,"Mexican;Restaurants","2007-08-23"
"1138",1249,"L8zDhwZA9Km6NIh4kuQPCQ","""Freshens Smoothies""",1,"Southeast",855,2,9,"Food;Juice Bars & Smoothies","2011-05-18"
"1139",1250,"LA9j7bDQLkDmLspdHwL3Bg","""Roberto's Taco Shop""",1,"Sunrise",1000,4.5,14,"Mexican;Restaurants","2013-03-07"
"1140",1251,"lAADTWyB91S2Ch0iWqbh1w","""Long John Silver's""",1,"Spring Valley",1300,2,21,"Fast Food;Restaurants;Seafood","2011-05-17"
"1141",1252,"lAqzgJwOQmthdZWpiIcmuQ","""Subway""",1,"Southeast",1395,3.5,20,"Fast Food;Sandwiches;Restaurants","2009-07-31"
"1142",1253,"lAR6Lj6-zBxQNqflZt0zTQ","""Buca di Beppo""",1,"Eastside",1375,3,339,"Event Planning & Services;Italian;Pizza;Food;Restaurants;Caterers","2007-03-15"
"1143",1254,"LbF_zey7TEP1wKLtyhv3iA","""Starbucks""",1,"Centennial",1450,3,8,"Food;Coffee & Tea","2013-07-31"
"1144",1255,"LbisR-H0KfrbI74I00ZG2Q","""Cinnabon""",1,"Southeast",1395,3,8,"Food;Bakeries;Desserts;Coffee & Tea","2016-02-17"
"1145",1256,"LCf4MZQcwgtniQUJ-MQBZA","""Blue Ox East Restaurant & Lounge""",1,"Eastside",1100,4,44,"Nightlife;Bars;American (Traditional);Restaurants","2011-03-10"
"1146",1257,"LcTlT1Uf6XckMjWwRr49sQ","""Einstein Bros""",1,"Northwest",1300,2.5,57,"Restaurants;Delis","2010-10-12"
"1147",1258,"lCwqJWMxvIUQt1Re_tDn4w","""Denny's""",1,"Sunrise",1000,2.5,44,"Restaurants;Diners;American (Traditional);Breakfast & Brunch","2011-11-05"
"1148",1259,"LEzaRCdhDfO2eM75HZNnUQ","""Blue Sea Sushi and Izakaya""",1,"Southeast",1395,4,328,"Restaurants;Japanese;Sushi Bars","2009-01-02"
"1149",1260,"lF4pEu4_55SSFEo6Q58ftQ","""German Bread Bakery""",1,"Summerlin",1550,4.5,161,"Bakeries;Restaurants;German;Pretzels;Food;Desserts","2011-01-29"
"1150",1261,"lG759ODx7tj6wbS7rYip1g","""Galanga Thai Eatery""",1,"Southeast",1395,4,199,"Restaurants;Thai;Vegetarian","2009-03-07"
"1151",1262,"LgbPSXm9h31Da-qJOF12ZQ","""Kung Fu Tea""",1,"Southeast",1300,4,46,"Juice Bars & Smoothies;Bubble Tea;Food;Shaved Ice;Coffee & Tea","2017-06-17"
"1152",1263,"LgTBbuKTSm4qKHEmFAEJmA","""Vegas Best Pizza""",1,"Eastside",1375,3,63,"Restaurants;Pizza","2011-11-18"
"1153",1264,"lHCwqXdDSmlmqe88WpjeEg","""PT's""",1,"Southeast",855,3,59,"Pubs;Nightlife;Restaurants;Bars;American (New);Sports Bars","2010-12-20"
"1154",1265,"lhsETIUHGR1aOx8b0M0hPQ","""Pizza Hut""",1,"Sunrise",1025,2,22,"Restaurants;Chicken Wings;Pizza","2012-11-30"
"1155",1266,"li5_YJhPbd4NKym2ThmY7Q","""Granny's Kitchen""",0,"Eastside",1375,4,37,"Soul Food;Chicken Wings;Restaurants","2016-02-10"
"1156",1267,"LIU7IcJtD9VieoIo__wd9Q","""Thai Pan Cuisine""",1,"Westside",1100,4.5,177,"Thai;Restaurants","2015-05-09"
"1157",1268,"LJt-NO2FhvQxTmBoaaLhTg","""Three Angry Wives""",1,"Westside",1400,3,205,"Sandwiches;Bars;Irish;Pubs;Restaurants;Nightlife","2007-05-29"
"1158",1269,"lKH_cqeaeVpHdsO2dK58OA","""Smashburger""",1,"Northwest",1350,3.5,266,"Burgers;Restaurants","2010-08-03"
"1159",1270,"lKJmgNlV55l6zsdGMyAkhA","""The Coffee Bean & Tea Leaf""",1,"Southeast",855,3,29,"Desserts;Food;Bagels;Coffee & Tea","2013-01-09"
"1160",1271,"Lknr71asiqMW2mebCk7PlQ","""Starbucks""",1,"South Summerlin",1872.5,3.5,15,"Coffee & Tea;Food","2014-11-13"
"1161",1273,"LlCbRAZfVkyqL21yKSyd4w","""Village Pub & Poker""",1,"Eastside",1100,3.5,25,"Pubs;Restaurants;Food;Casinos;Nightlife;Bars;Breweries;Arts & Entertainment","2008-03-24"
"1162",1274,"lLMJsTchKYF1O0fpNWpCRA","""Home Plate Grill & Bar""",1,"Southeast",855,4,79,"Burgers;American (Traditional);Pizza;Restaurants","2016-03-07"
"1163",1275,"lLXfH0cizwDN3kNVnoTOEg","""Little Pampanga Filipino Cuisine""",1,"Southeast",1195,4,15,"Filipino;Restaurants","2016-01-09"
"1164",1276,"lokPfoken16iTeAJ2PAwmQ","""Feast Buffet""",1,"Northwest",1330,2.5,140,"Restaurants;Food;Buffets","2008-06-10"
"1165",1277,"lOQPeguczAueJnLmDUTfGg","""Bonito Michoacan""",1,"Chinatown",1225,4,610,"Mexican;Restaurants","2007-03-20"
"1166",1278,"LOWn1xi9PfG2kxrUuC21nA","""Great Harvest Bread""",1,"Centennial",1450,4.5,98,"Sandwiches;Restaurants;American (New);Bakeries;Food;Breakfast & Brunch","2010-12-23"
"1167",1279,"LOyGm5Q6zdTHdntLBUyBrg","""Wendy's""",1,"Spring Valley",1300,2.5,29,"Restaurants;Burgers;Fast Food","2011-05-07"
"1168",1280,"LpGCzgAKNSpzDNEUMVVtZA","""Grimaldi's Pizzeria""",1,"Spring Valley",1100,4,459,"Pizza;Restaurants","2011-02-20"
"1169",1281,"lPK3iqwVwFPOMswRrejwZQ","""PT's""",0,"Eastside",1100,2.5,28,"Bars;American (New);Sports Bars;Pubs;Restaurants;Nightlife","2007-12-29"
"1170",1282,"LPMZ9N1sAjs2nDx7DmiZ2w","""Palermo's Pizza""",1,"Eastside",855,3,126,"Food Delivery Services;Food;Pizza;Restaurants","2013-09-07"
"1171",1283,"LQNrsH1ctqV256-v5v4jdQ","""Sunnys Chicken & Fish""",1,"Sunrise",1000,4,110,"Waffles;Southern;Comfort Food;Chicken Wings;Restaurants","2014-02-05"
"1172",1284,"lsGIcUOadXjaRtKFNtrq8Q","""El Pollo Loco""",1,"Sunrise",1100,2,20,"Fast Food;Mexican;Restaurants","2016-04-16"
"1173",1285,"lsMvf-DxBO3As2KgLHtbFw","""Applebee's Neighborhood Grill & Bar""",1,"Sunrise",1000,3,78,"Nightlife;Steakhouses;Sports Bars;Bars;Burgers;Restaurants;American (Traditional)","2011-08-01"
"1174",1286,"lsXRQ6DxyrbMFhl8croN8Q","""Yuki Shaved Snow""",1,"Centennial",1450,4,103,"Desserts;Shaved Snow;Ice Cream & Frozen Yogurt;Food;Shaved Ice","2014-05-19"
"1175",1288,"Lu4bAUg2uv4TWcl6cHLcPQ","""Mrs Fields Cookies""",1,"Westside",1100,2.5,9,"Farmers Market;Food;Desserts","2012-01-31"
"1176",1289,"LUdKbgaPZ7F48u9zn7ozFg","""Jack In the Box""",1,"Northwest",1300,3,22,"Burgers;Fast Food;Restaurants","2010-11-23"
"1177",1290,"luZoeAWYeroo2hl7vn-CrQ","""Carl's Jr.""",1,"Northwest",1095,2.5,17,"Restaurants;Fast Food","2011-02-19"
"1178",1291,"lv5Bnqlt93NnvNJ2oNcQ8Q","""Los Cucos Mexican Cafe""",1,"Spring Valley",1250,4,214,"Tex-Mex;Nightlife;Mexican;Caterers;Event Planning & Services;Bars;Restaurants","2016-12-20"
"1179",1292,"lVfZ2AaYRYHCFenUMQna8g","""Super B Burrito""",0,"Southeast",1395,3.5,142,"Mexican;Restaurants","2010-12-14"
"1180",1293,"LvNQkpggm72kJUTzO0juWQ","""The Protein Source""",1,"Spring Valley",1250,4,113,"Vegan;American (New);Breakfast & Brunch;Restaurants","2016-05-11"
"1181",1294,"lvuuyYZ-CzFrg1BLdV2OPw","""Libre Mexican Cantina""",0,"South Summerlin",1872.5,4,333,"Nightlife;Fast Food;Restaurants;Cocktail Bars;Bars;Mexican","2016-02-05"
"1182",1295,"lXCmTGagqHuPgaeN2g2P1Q","""Marcos Pizza""",1,"Sunrise",1095,3.5,30,"Pizza;Restaurants","2012-06-30"
"1183",1296,"lXpa2Td7cWTku0KeeKKwrA","""Jamba Juice""",1,"The Lakes",1400,3.5,42,"Food;Juice Bars & Smoothies","2012-06-05"
"1184",1297,"LXt2Aycp2ILMWQmKsjl4Wg","""Firehouse Subs""",1,"South Summerlin",1400,4,87,"Sandwiches;Restaurants;Fast Food;Delis","2011-12-31"
"1185",1298,"LxvB74hwdqJ2jXKUIkve-g","""BF Bakery & Cafe""",1,"Eastside",855,3.5,10,"Coffee & Tea;Food;Bakeries","2015-10-23"
"1186",1299,"lYCeqldIiOggsbByH3RRhw","""Metro Pizza""",1,"Southeast",855,2.5,15,"Restaurants;Pizza","2015-01-13"
"1187",1300,"LyVLSt5aLx-4Ll2XB-U-5Q","""Red Lantern Pho Vietnamese Grill""",1,"Spring Valley",1475,4.5,98,"Chicken Wings;Vietnamese;Restaurants;Soup","2017-05-27"
"1188",1301,"LYWbyu1EQM2o5hwHG5_Ldg","""RM Seafood""",0,"The Strip",855,3.5,866,"Sushi Bars;Seafood;Restaurants","2006-04-27"
"1189",1302,"Lzg7YuoP1SDyg2S5lvBvhg","""Good Fella Korean Bistro""",1,"Spring Valley",1475,4.5,130,"Restaurants;Asian Fusion;Nightlife;Bars;Korean","2015-03-07"
"1190",1303,"lZvr_VDNWjCN_PT67StkKQ","""The Salon at Lakeside""",1,"Summerlin",1100,3.5,76,"Pizza;Eyebrow Services;Hair Salons;Makeup Artists;Nail Salons;Restaurants;Beauty & Spas","2009-01-27"
"1191",1304,"M-bM5y8qdE-Z3mfZept1EA","""Ohana Hawaiian Bbq""",1,"Southeast",1395,4,117,"Barbeque;Hawaiian;Restaurants","2009-02-19"
"1192",1305,"M-SS_Kr0zlC7v8kBSRa74g","""Hokaido Sushi""",1,"Spring Valley",1475,4,293,"Restaurants;Sushi Bars","2009-05-20"
"1193",1306,"m-xsH8VkcYtTTvp2Fa6Ajw","""Pancho's""",1,"South Summerlin",1872.5,3.5,531,"Mexican;Restaurants;Breakfast & Brunch","2015-10-09"
"1194",1307,"m01nlmGzbS0TBB8NZxp3Yg","""Magoo's""",1,"Northwest",1330,3.5,7,"Bars;Nightlife;Restaurants;American (Traditional)","2013-02-12"
"1195",1308,"M2Qdv-0LXV8RUmCH-Qo6xQ","""Hot Dog On A Stick""",1,"Eastside",1375,3.5,6,"Restaurants;Food;Hot Dogs","2013-10-21"
"1196",1309,"M51gw2cz_vXarNBLbKkOxQ","""The Cracked Egg""",1,"Spring Valley",1100,4,490,"Restaurants;Breakfast & Brunch","2007-08-26"
"1197",1310,"m51uL1LZhKYf2y_yG4NEng","""Pho 87""",1,"Chinatown",1225,3.5,292,"Restaurants;Vietnamese","2009-07-09"
"1198",1311,"m5niZy68d2gTtVWz89elfA","""Slidin Thru""",1,"Southeast",855,4,364,"Restaurants;Food Trucks;Food Stands;Food;Burgers","2010-03-20"
"1199",1313,"m6TRzUX-QizEkvNRpub3lA","""Wendy's""",1,"Southeast",855,3,31,"Restaurants;Fast Food;Burgers","2011-01-18"
"1200",1314,"M9zu5KTyVwVC-45Mn8Wp0g","""Taste""",1,"Southwest",1450,4,74,"Chinese;Restaurants;Seafood;Szechuan;Cantonese","2017-08-20"
"1201",1316,"maI7TBB32kGuRkfxxA8s6A","""Seattle's Best Coffee""",1,"Southeast",1395,3,33,"Coffee & Tea;Food","2009-11-08"
"1202",1317,"maIam6HyU4FB_sBIk9ippA","""The Lodge at Shelbourne""",1,"Southwest",1450,3,81,"American (Traditional);Bars;Nightlife;Restaurants;Pubs","2008-02-05"
"1203",1318,"mAIPUQPJiWXudRbOaBX33g","""Popeyes Louisiana Kitchen""",1,"Spring Valley",1250,2,86,"Chicken Wings;Fast Food;Restaurants","2009-04-16"
"1204",1319,"MAuSh7NKoT__CQ4BumoayA","""T&T - Tacos & Tequila""",1,"The Strip",855,3.5,727,"Mexican;Restaurants","2008-11-05"
"1205",1320,"Mb5w1N3tvsAFDrDcHQyrsw","""Charleys Philly Steaks""",1,"Westside",1100,3,29,"Barbeque;Restaurants;Fast Food","2013-09-29"
"1206",1321,"mBPoC45aHpiqx6wp-FpE2g","""Bomas Bar & Grill""",1,"Southwest",1250,3.5,56,"Breakfast & Brunch;Bars;Nightlife;Restaurants;American (Traditional)","2008-09-18"
"1207",1322,"mbZe40oM-Ha-Q_qWh49-Mg","""Little Caesars Pizza""",1,"Spring Valley",1225,2,58,"Pizza;Restaurants","2011-08-10"
"1208",1323,"McQsl_USMy6kfUz9J02Tdg","""Lotus Garden Cuisine""",1,"Spring Valley",1100,3.5,56,"Chinese;Restaurants","2008-01-20"
"1209",1324,"MD2lokfrZ-2NlDMkKbgEPA","""Villa Fresh Italian Kitchen""",1,"South Summerlin",1872.5,2,23,"Restaurants;Pizza","2010-01-22"
"1210",1325,"MD4Pa7A3EyQDwscwCQqnmQ","""Rubio's""",1,"Southeast",1395,3,13,"Caterers;Restaurants;Event Planning & Services;Salad;Mexican;Seafood","2014-12-28"
"1211",1326,"MD5aTUMKi-Qk0-jr3xRgng","""Villa Italian Kitchen""",1,"Northwest",1330,2.5,6,"Pizza;Restaurants","2011-12-23"
"1212",1327,"mDoLWEOFmxcQ5TAPqxoJLg","""Sagos Baja Tavern & Lounge""",1,"Spring Valley",1300,4,123,"Gastropubs;Nightlife;American (New);Restaurants;Bars","2010-11-11"
"1213",1328,"mDR12Hafvr84ctpsV6YLag","""Mr Mamas""",1,"Spring Valley",1100,4.5,1608,"Breakfast & Brunch;Restaurants;Sandwiches;Burgers;American (Traditional)","2015-03-02"
"1214",1329,"MDVbJicJvqaO4WGx0vEabQ","""Chili's""",1,"Southeast",1395,3,203,"Bars;American (Traditional);Tex-Mex;Nightlife;Restaurants","2007-11-09"
"1215",1330,"me17NOULVwu40AdKGYHIaQ","""Rocco's Ny Pizza & Pasta""",1,"Southeast",1395,4,126,"Pizza;Restaurants;Italian;Sandwiches","2015-09-19"
"1216",1331,"meIoY_9NhN8ttxL7ZcpEYQ","""Burger King""",1,"Summerlin",1872.5,2.5,20,"Restaurants;American (Traditional);Fast Food;Burgers","2010-01-24"
"1217",1332,"mfQfNIb3TYeBSxsN1WD8eA","""McDonald's""",1,"Spring Valley",1100,3,63,"Fast Food;Restaurants;Burgers","2010-11-27"
"1218",1333,"MgSd4P3ATkiywbbraFygHg","""Plantone's Italian Market""",1,"Spring Valley",1475,4,197,"Delis;Pizza;Italian;Restaurants;Sandwiches","2016-12-16"
"1219",1334,"MGwWap1dAOOyVo3xtpC2zQ","""Starbucks""",1,"Southeast",1395,3.5,9,"Food;Coffee & Tea","2012-03-03"
"1220",1335,"Mh84_j7YmRrAcm0DWV4bUw","""Cugino's Italian Deli & Pizza""",1,"University",855,4.5,580,"Restaurants;Italian;Delis;Pizza","2008-02-16"
"1221",1336,"mhPoLbP2t-kczuXvNMt3Tg","""Subway""",1,"Southwest",1450,3,21,"Restaurants;Fast Food;Sandwiches","2010-10-26"
"1222",1337,"mibbKeg4gbD9O58TCjDWgQ","""Roberto's Taco Shop""",1,"Westside",1300,2.5,56,"Fast Food;Restaurants;Mexican","2008-11-14"
"1223",1338,"MIeVxFe29Jl33reMYewacw","""Burger King""",1,"Eastside",1100,2,12,"Restaurants;Burgers;Fast Food","2015-04-04"
"1224",1339,"miUYb0E10sNtXe-qXiYjbw","""Raising Cane's""",1,"Centennial",1330,4,34,"American (Traditional);Chicken Wings;Chicken Shop;Fast Food;Restaurants","2016-10-02"
"1225",1340,"mjhwLcuoenVW8oFhcNmlHA","""Claim Jumper""",1,"Westside",1400,3,306,"American (New);Restaurants","2007-11-19"
"1226",1341,"MJXL27XNMm15NQ-MGP8jhw","""Dairy Queen""",1,"Westside",1400,2.5,16,"Restaurants;Food;Burgers;Ice Cream & Frozen Yogurt;Fast Food","2016-05-01"
"1227",1342,"mKNzA_CjO3NXcCn9RphHiw","""Del Taco""",1,"Southeast",855,4,8,"Restaurants;Mexican","2011-03-04"
"1228",1343,"mkZFZkuue9am7PRp9dt1jA","""La Original Michoacana""",1,"Sunrise",1095,3,6,"Restaurants;Food;Burgers;Desserts;Mexican","2015-06-19"
"1229",1344,"mL9sLXHeA0q7aj8-BXXq4g","""McDonald's""",1,"Sunrise",1100,2.5,7,"Restaurants;Fast Food;Burgers","2014-03-25"
"1230",1345,"mlOFd0pHDcav5hcnbKJiXQ","""Kuben""",1,"Spring Valley",1475,4.5,62,"Restaurants;Breakfast & Brunch;Japanese;Asian Fusion","2017-05-30"
"1231",1346,"mmbXj7CmjGbH-wR3j6cD0w","""Sweet Tomatoes""",1,"Spring Valley",1300,3.5,288,"Buffets;Salad;Soup;Vegetarian;Restaurants","2010-05-17"
"1232",1347,"MMfVS56z0AZXbO3C9vHbVg","""Pizza Hut""",1,"Summerlin",1872.5,2,35,"Restaurants;Pizza","2008-03-02"
"1233",1348,"MmR06_kNAbmOPK-0pKvGtA","""Cinnabon""",1,"Westside",1100,4,3,"Food;Coffee & Tea;Desserts","2016-06-02"
"1234",1350,"mNb_kxgc922N4f64tqxxbg","""Gridiron Grill""",1,"South Summerlin",1872.5,3.5,3,"Burgers;Sandwiches;Restaurants","2017-08-12"
"1235",1351,"mnU3iGsL55MCWXiWV3AcAQ","""In-N-Out Burger""",1,"Centennial",1350,4,172,"Restaurants;Burgers;Fast Food","2007-02-10"
"1236",1352,"MOATc61QdKLNygLOfV-HSQ","""U-Swirl Frozen Yogurt""",1,"Westside",1400,3,73,"Food;Ice Cream & Frozen Yogurt","2010-02-06"
"1237",1353,"MOd-00nJo6xwg-cZT-RBTQ","""Forte Family Practice""",1,"Northwest",1300,2,26,"Family Practice;Health & Medical;Restaurants;Doctors;Tapas/Small Plates","2017-02-11"
"1238",1354,"MpovsyjkSkchD7ssAdEVKQ","""Charlie Palmer Steak""",1,"The Strip",855,4,419,"American (New);Restaurants;Steakhouses","2007-06-12"
"1239",1355,"MpT8KheTjs7TSDWIoMUFxg","""China AAA""",1,"Southeast",1300,4,110,"Restaurants;Chinese;Asian Fusion","2014-09-28"
"1240",1356,"mPULKHFz89tFM7Yba55MKQ","""Juice Bar""",1,"Eastside",1375,4.5,7,"Food;Juice Bars & Smoothies","2016-01-22"
"1241",1359,"MQD3EvzB7C8zol6kBxBrSg","""Fist of Fusion Island Grill""",1,"Southwest",1250,4.5,41,"Asian Fusion;Hawaiian;Barbeque;Restaurants","2017-11-06"
"1242",1360,"mQeWho9G2R9NpYfAVfR81g","""Rat Pack Bar And Grill""",1,"Eastside",1375,4,4,"Restaurants;American (Traditional)","2012-04-07"
"1243",1361,"MqIgMLUdD53r_dmx1goYJg","""Shucks Tavern & Oyster Bar""",1,"Centennial",1350,3.5,289,"Seafood;Breakfast & Brunch;Restaurants;Nightlife;Bars;Sports Bars","2007-08-30"
"1244",1362,"MqYYYNA-ZYvV-1w5qcmMoA","""Aureole""",1,"The Strip",855,3.5,650,"American (Traditional);Seafood;American (New);Restaurants","2005-03-09"
"1245",1363,"MR-oGBw4MLDoqAwS6TaYZw","""Wendy's""",1,"Northwest",1330,2.5,22,"Hot Dogs;Burgers;Fast Food;Restaurants","2010-07-28"
"1246",1364,"mrnUt3IdLRf4j8WeeGGbpw","""Starbucks""",1,"University",855,2.5,68,"Coffee & Tea;Food","2010-08-03"
"1247",1365,"MshSy-b-4qY5zdFioUWuzg","""Jack in the Box""",1,"Spring Valley",1300,2.5,12,"Fast Food;Restaurants","2013-02-10"
"1248",1366,"MsQTe82TCbZXDPG4LOgVoA","""Port of Subs""",1,"Summerlin",1100,3,12,"Restaurants;Delis;Sandwiches","2012-07-22"
"1249",1367,"mswelTP1cQiuAps2fSGuBw","""Farmer Boys""",1,"Southeast",855,3.5,152,"Mexican;Salad;Restaurants;Breakfast & Brunch;Burgers;Sandwiches;American (Traditional)","2013-01-14"
"1250",1368,"MTkDsAaz-bQKrEB_czblUA","""Pizza Hut""",1,"Sunrise",995,2,12,"Chicken Wings;Restaurants;Pizza","2015-02-09"
"1251",1369,"MTx-Zdl_KcU_z9G832XAjg","""Taco Bell""",1,"Centennial",1450,2.5,23,"Restaurants;Fast Food","2010-09-25"
"1252",1370,"MU1PQ5CWuV0OKKOeI7jx6Q","""Popeyes Louisiana Kitchen""",1,"Southeast",1395,2.5,76,"Chicken Wings;Restaurants;Fast Food;Southern","2009-03-12"
"1253",1371,"Mv2SeBkY0DASmwO1-mM-iQ","""Las Mkt""",1,"Southeast",855,2.5,34,"American (Traditional);Restaurants;Sandwiches","2015-02-09"
"1254",1372,"MVjkFLHNJmbQ-ZTd3QY3nQ","""Rika Arepa Express""",1,"Eastside",1100,4.5,49,"Food;Street Vendors;Latin American;Gluten-Free;Vegan;Food Trucks;Restaurants;Venezuelan","2013-04-05"
"1255",1373,"mvLdgkwBzqllHWHwS-ZZgQ","""Elia""",1,"Spring Valley",1300,4.5,63,"Mediterranean;Restaurants;Greek","2017-06-30"
"1256",1374,"mvMih24zuSw_dZyU_LEY7g","""Pizza Hut""",1,"Sunrise",1095,2.5,20,"Pizza;Restaurants;Chicken Wings","2011-07-24"
"1257",1375,"MvTGsmfJBwGDfwRE7si4Dg","""Dairy Queen""",1,"Northwest",1330,2,15,"Desserts;Ice Cream & Frozen Yogurt;Food","2014-08-30"
"1258",1376,"MwCai0x6GILtK4KkwufZig","""The Martini""",1,"Westside",1400,4,213,"Lounges;Nightlife;American (New);Restaurants;Bars","2011-05-21"
"1259",1378,"MWyv0delstZwPcBkGzmwbA","""Legends Sports Bar & Grill""",1,"Southeast",1195,4,26,"Bars;Sports Bars;American (Traditional);Nightlife;Restaurants","2011-10-07"
"1260",1379,"mXA3MeNsPYkmZBaOyh3qfg","""Starbucks""",1,"Northwest",1300,4,10,"Coffee & Tea;Food","2016-06-06"
"1261",1380,"MXC9pwIxovWUc9yu1F8OxA","""Sushi Twister""",1,"Eastside",1195,4,457,"Sushi Bars;Japanese;Restaurants","2007-08-09"
"1262",1381,"MXpCVzm1V5OH05KO6n7ntA","""The Corndog Company LV""",1,"Centennial",1350,5,7,"Food Trucks;Restaurants;Hot Dogs;Food;Street Vendors","2017-09-21"
"1263",1382,"MYB1ZMspBk1Xc_awp_PtSw","""Naked City Pizza Express""",1,"Southwest",1450,3,46,"Sandwiches;Chicken Wings;Restaurants;Pizza","2017-01-11"
"1264",1383,"mYBM11YwgftyQJxYGkKnYQ","""Rocky's Philly Cheese Steaks""",1,"Southeast",1395,1.5,15,"Restaurants;Sandwiches;Fast Food","2012-05-14"
"1265",1384,"mys2H61EqcO4AJpnzi61ZA","""Waterside Cafe""",1,"Westside",1510,2,6,"Cafes;Restaurants","2012-04-09"
"1266",1385,"MyTsAeShB9pcWP84GSTAdw","""KoMex Fusion""",1,"Spring Valley",1300,4.5,395,"Korean;Mexican;Asian Fusion;Restaurants","2013-11-20"
"1267",1386,"mZI_wVrLOjz4M-QIC9n-jA","""PT's""",1,"University",855,2.5,35,"Bars;Sports Bars;Pubs;Restaurants;American (New);Nightlife","2007-03-15"
"1268",1387,"n_r2zY-SmI5kxaUODwi2Lg","""Rounders""",1,"Spring Valley",1300,3.5,22,"Nightlife;Restaurants;Sports Bars;American (Traditional);Bars;Burgers","2009-06-24"
"1269",1388,"N_TYkatwxieUMJVfMwQbvQ","""Dairy Queen Grill & Chill""",1,"Anthem",1300,2,6,"Fast Food;Ice Cream & Frozen Yogurt;Food;Restaurants;Burgers","2017-10-19"
"1270",1389,"N0l-6kdgRXEskiGw3ab05A","""Johnny Rockets""",1,"Southwest",1450,3,65,"American (Traditional);Burgers;Sandwiches;Fast Food;Restaurants","2010-12-03"
"1271",1390,"n2kgJSiB7Q4u7AkDvYfzlg","""Munch Box""",1,"Spring Valley",1475,4.5,3,"Breakfast & Brunch;Restaurants","2017-12-01"
"1272",1391,"N3zuaqGESF5iZsi_md9c1Q","""Tasty BBQ Kitchen""",0,"Spring Valley",1225,3.5,27,"Barbeque;Chinese;Restaurants","2016-01-12"
"1273",1392,"N4t78qF2C5jqYBjNr0j3_w","""Pho T""",1,"Eastside",1195,3.5,134,"Vietnamese;Restaurants","2014-08-30"
"1274",1394,"n7V4cD-KqqE3OXk0irJTyA","""GameWorks""",1,"Southeast",855,3,349,"Arcades;Arts & Entertainment;Gastropubs;Restaurants;American (New)","2014-08-01"
"1275",1395,"n8_OgIBErn-7TCIr4Sn2rA","""Oyster Bar""",1,"Eastside",1375,4.5,61,"Restaurants;Bars;Nightlife;Seafood","2017-02-18"
"1276",1396,"n8Zqqhff-2cxzWt_nwhU2Q","""Public School 702""",1,"South Summerlin",1872.5,3.5,954,"American (New);Restaurants;Gastropubs;Nightlife;Bars","2015-06-08"
"1277",1397,"N95IG-T9bbR2iNL9_an1SQ","""Me Gusta Tacos""",1,"Southwest",1250,5,30,"Restaurants;Breakfast & Brunch;Mexican;Tacos","2017-11-16"
"1278",1398,"NaZVUOzqk5b-l0mlki-9Og","""Chun Fai Chinese Eatery""",1,"Spring Valley",1475,3.5,180,"Food;Soup;Restaurants;Chinese;Thai;Bubble Tea","2014-12-31"
"1279",1399,"NblDoJBEwhkJyvAuxzh4rg","""Gyu-Kaku Japanese BBQ""",1,"Chinatown",1225,4,425,"Restaurants;Japanese;Barbeque","2014-09-15"
